"id","day","classroom","times","created_at","updated_at"
1328,"miercoles","sj-415","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1329,"jueves","sj-211","Ju 20:31:00 - 21:10:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1330,"jueves","sj-211","Ju 19:01:00 - 20:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1331,"lunes","sj-211","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1332,"jueves","sj-708","Ju 13:01:00 - 14:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1333,"lunes","sj-708","Lu 13:01:00 - 14:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1334,"miercoles","sj-708","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1335,"lunes","sj-708","Lu 10:01:00 - 11:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1336,"viernes","sj-705","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1337,"miercoles","sj-705","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1338,"sabado","sj-607","Sa 8:31:00 - 9:50:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1339,"jueves","sj-607","Ju 19:01:00 - 20:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1340,"martes","sj-607","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1341,"lunes","sj-607","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1342,"sabado","sj-606","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1343,"martes","sj-510","Ma 20:31:00 - 21:50:00",2023-09-22 04:17:34,2023-09-22 04:17:34
1344,"miercoles","sj-508","Mi 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1345,"lunes","sj-508","Lu 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1346,"miercoles","sj-508","Mi 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1347,"lunes","sj-508","Lu 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1348,"jueves","sj-505","Ju 20:31:00 - 21:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1349,"lunes","sj-505","Lu 20:31:00 - 21:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1350,"miercoles","sj-805","Mi 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1351,"lunes","sj-805","Lu 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1352,"viernes","sj-805","Vi 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1353,"martes","sj-805","Ma 11:31:00 - 12:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1354,"miercoles","sj-805","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1355,"lunes","sj-805","Lu 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1356,"jueves","sj-709","Ju 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1357,"martes","sj-709","Ma 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1358,"jueves","sj-604","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1359,"jueves","sj-602","Ju 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1360,"martes","sj-602","Ma 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1361,"miercoles","sj-502","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1362,"viernes","sj-501","Vi 11:31:00 - 12:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1363,"lunes","sj-204","Lu 11:31:00 - 12:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1364,"jueves","sj-204","Ju 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1365,"martes","sj-204","Ma 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1366,"miercoles","sj-606","Mi 13:01:00 - 14:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1367,"sabado","sj-tmm-06","Sa 8:31:00 - 9:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1368,"sabado","sj-tmm-06","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1369,"sabado","sj-tmm-06","Sa 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1370,"sabado","sj-tmm-06","Sa 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1371,"miercoles","sj-tmm-06","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1372,"miercoles","sj-tmm-06","Mi 20:31:00 - 21:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1373,"martes","sj-511","Ma 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1374,"miercoles","sj-505","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1375,"jueves","sj-505","Ju 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1376,"jueves","sj-505","Ju 13:41:00 - 14:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1377,"lunes","sj-505","Lu 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1378,"jueves","sj-503","Ju 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1379,"lunes","sj-503","Lu 17:31:00 - 18:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1380,"viernes","sj-503","Vi 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1381,"viernes","sj-314","Vi 10:01:00 - 10:40:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1382,"viernes","sj-314","Vi 9:11:00 - 9:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1383,"lunes","sj-314","Lu 13:01:00 - 13:40:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1384,"lunes","sj-314","Lu 11:31:00 - 12:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1385,"lunes","sj-314","Lu 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1386,"lunes","sj-204","Lu 8:31:00 - 9:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1387,"miercoles","sj-019","Mi 8:31:00 - 9:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1388,"jueves","sj-019","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1389,"martes","sj-019","Ma 13:01:00 - 14:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1390,"miercoles","sj-019","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1391,"viernes","sj-019","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1392,"miercoles","sj-019","Mi 14:31:00 - 15:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1393,"jueves","sj-019","Ju 8:31:00 - 9:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1394,"sabado","sj-l1","Sa 11:31:00 - 12:10:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1395,"sabado","sj-l1","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1396,"martes","sj-l1","Ma 20:31:00 - 21:10:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1397,"martes","sj-l1","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1398,"sabado","sj-602","Sa 8:31:00 - 9:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1399,"jueves","sj-602","Ju 20:31:00 - 22:30:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1400,"miercoles","sj-307","Mi 20:31:00 - 21:10:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1401,"martes","sj-203","Ma 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1402,"martes","sj-203","Ma 17:31:00 - 18:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1403,"viernes","sj-506","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1404,"lunes","sj-601","Lu 8:31:00 - 9:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1405,"miercoles","sj-604","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1406,"jueves","sj-604","Ju 16:01:00 - 17:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1407,"jueves","sj-604","Ju 17:31:00 - 18:50:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1408,"viernes","sj-701","Vi 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1409,"lunes","sj-703","Lu 10:01:00 - 11:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1410,"martes","sj-709","Ma 13:01:00 - 14:20:00",2023-09-22 04:17:35,2023-09-22 04:17:35
1411,"jueves","sj-709","Ju 13:01:00 - 14:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1412,"miercoles","sj-307","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1413,"sabado","sj-307","Sa 13:01:00 - 14:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1414,"sabado","sj-307","Sa 12:11:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1415,"miercoles","sj-501","Mi 8:31:00 - 9:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1416,"miercoles","sj-501","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1417,"miercoles","sj-418","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1418,"lunes","sj-311","Lu 11:31:00 - 12:10:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1419,"lunes","sj-311","Lu 10:41:00 - 11:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1420,"martes","sj-311","Ma 8:31:00 - 9:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1421,"lunes","sj-305b","Lu 10:01:00 - 10:40:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1422,"lunes","sj-305b","Lu 8:31:00 - 9:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1423,"jueves","sj-305b","Ju 10:01:00 - 10:40:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1424,"jueves","sj-305b","Ju 8:31:00 - 9:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1425,"jueves","sj-305b","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1426,"jueves","sj-305b","Ju 10:41:00 - 11:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1427,"miercoles","sj-tmm-09","Mi 13:01:00 - 13:40:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1428,"miercoles","sj-tmm-09","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1429,"miercoles","sj-tmm-09","Mi 20:31:00 - 21:10:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1430,"miercoles","sj-tmm-09","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1431,"martes","sj-tmm-09","Ma 20:31:00 - 22:30:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1432,"viernes","sj-tmm-08","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1433,"martes","sj-tmm-01","Ma 13:01:00 - 13:40:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1434,"martes","sj-tmm-01","Ma 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1435,"lunes","sj-211","Lu 20:31:00 - 21:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1436,"jueves","sj-201","Ju 19:01:00 - 20:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1437,"viernes","sj-201","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1438,"jueves","sj-013","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1439,"jueves","sj-010","Ju 20:31:00 - 22:30:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1440,"jueves","sj-010","Ju 14:31:00 - 15:10:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1441,"jueves","sj-010","Ju 13:01:00 - 14:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1442,"lunes","sj-010","Lu 13:01:00 - 13:40:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1443,"lunes","sj-010","Lu 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1444,"viernes","sj-010","Vi 20:31:00 - 22:30:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1445,"viernes","sj-010","Vi 17:31:00 - 18:10:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1446,"viernes","sj-010","Vi 16:01:00 - 17:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1447,"miercoles","sj-010","Mi 14:31:00 - 15:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1448,"jueves","sj-609","Ju 8:31:00 - 9:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1449,"viernes","sj-315","Vi 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1450,"jueves","sj-309","Ju 11:31:00 - 12:10:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1451,"jueves","sj-309","Ju 10:41:00 - 11:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1452,"miercoles","sj-309","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1453,"viernes","sj-308","Vi 10:01:00 - 11:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1454,"miercoles","sj-308","Mi 10:01:00 - 11:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1455,"miercoles","sj-306","Mi 17:31:00 - 18:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1456,"miercoles","sj-306","Mi 16:01:00 - 17:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1457,"miercoles","sj-306","Mi 14:31:00 - 15:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1458,"miercoles","sj-306","Mi 13:01:00 - 14:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1459,"viernes","sj-306","Vi 8:31:00 - 9:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1460,"miercoles","sj-306","Mi 8:31:00 - 9:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1461,"viernes","sj-607","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1462,"lunes","sj-607","Lu 16:01:00 - 17:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1463,"miercoles","sj-607","Mi 17:31:00 - 18:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1464,"lunes","sj-607","Lu 17:31:00 - 18:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1465,"jueves","sj-606","Ju 20:31:00 - 21:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1466,"miercoles","sj-606","Mi 20:31:00 - 21:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1467,"martes","sj-606","Ma 20:31:00 - 21:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1468,"lunes","sj-606","Lu 20:31:00 - 21:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1469,"miercoles","sj-605","Mi 14:31:00 - 15:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1470,"lunes","sj-605","Lu 14:31:00 - 15:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1471,"jueves","sj-510","Ju 16:01:00 - 17:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1472,"martes","sj-510","Ma 16:01:00 - 17:20:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1473,"viernes","sj-510","Vi 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1474,"jueves","sj-510","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:36,2023-09-22 04:17:36
1475,"miercoles","sj-510","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1476,"martes","sj-510","Ma 11:31:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1477,"viernes","sj-314","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1478,"martes","sj-314","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1479,"viernes","sj-604","Vi 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1480,"miercoles","sj-601","Mi 21:11:00 - 22:30:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1481,"lunes","sj-504","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1482,"sabado","sj-302","Sa 14:31:00 - 15:10:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1483,"sabado","sj-302","Sa 13:01:00 - 14:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1484,"sabado","sj-302","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1485,"sabado","sj-302","Sa 10:41:00 - 11:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1486,"miercoles","sj-302","Mi 20:31:00 - 21:10:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1487,"miercoles","sj-302","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1488,"viernes","sj-302","Vi 20:31:00 - 22:30:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1489,"martes","sj-302","Ma 20:31:00 - 22:30:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1490,"lunes","sj-302","Lu 20:31:00 - 22:30:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1491,"sabado","sj-302","Sa 10:01:00 - 10:40:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1492,"sabado","sj-302","Sa 8:31:00 - 9:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1493,"jueves","sj-302","Ju 20:31:00 - 22:30:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1494,"jueves","sj-204","Ju 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1495,"jueves","sj-l6","Ju 10:01:00 - 10:40:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1496,"jueves","sj-l6","Ju 8:31:00 - 9:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1497,"martes","sj-l6","Ma 10:01:00 - 10:40:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1498,"martes","sj-l6","Ma 8:31:00 - 9:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1499,"jueves","sj-l4","Ju 14:31:00 - 15:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1500,"martes","sj-l4","Ma 14:31:00 - 15:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1501,"jueves","sj-l4","Ju 13:01:00 - 14:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1502,"martes","sj-l4","Ma 13:01:00 - 14:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1503,"martes","sj-l4","Ma 17:31:00 - 18:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1504,"jueves","sj-l3","Ju 17:31:00 - 18:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1505,"sabado","sj-l3","Sa 13:01:00 - 14:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1506,"jueves","sj-l3","Ju 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1507,"sabado","sj-502","Sa 10:01:00 - 11:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1508,"martes","sj-502","Ma 20:31:00 - 22:30:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1509,"lunes","sj-417","Lu 20:31:00 - 21:10:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1510,"lunes","sj-417","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1511,"sabado","sj-415","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1512,"sabado","sj-415","Sa 8:31:00 - 9:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1513,"jueves","sj-415","Ju 20:31:00 - 22:30:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1514,"lunes","sj-211","Lu 11:31:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1515,"lunes","sj-211","Lu 10:41:00 - 11:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1516,"martes","sj-609","Ma 8:31:00 - 9:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1517,"martes","sj-603","Ma 16:01:00 - 17:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1518,"martes","sj-501","Ma 17:31:00 - 18:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1519,"miercoles","sj-417","Mi 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1520,"miercoles","sj-415","Mi 20:31:00 - 21:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1521,"lunes","sj-315","Lu 14:31:00 - 15:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1522,"miercoles","sj-309","Mi 17:31:00 - 18:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1523,"miercoles","sj-309","Mi 16:01:00 - 17:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1524,"martes","sj-308","Ma 14:31:00 - 15:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1525,"martes","sj-308","Ma 13:01:00 - 14:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1526,"martes","sj-308","Ma 20:31:00 - 21:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1527,"martes","sj-308","Ma 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1528,"lunes","sj-308","Lu 17:31:00 - 18:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1529,"lunes","sj-308","Lu 16:01:00 - 17:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1530,"lunes","sj-305b","Lu 20:31:00 - 21:10:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1531,"lunes","sj-305b","Lu 19:01:00 - 20:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1532,"lunes","sj-305b","Lu 21:11:00 - 22:30:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1533,"lunes","sj-806","Lu 13:01:00 - 14:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1534,"lunes","sj-806","Lu 12:11:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1535,"martes","sj-702","Ma 13:01:00 - 13:40:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1536,"martes","sj-702","Ma 11:31:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1537,"viernes","sj-701","Vi 16:01:00 - 17:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1538,"viernes","sj-701","Vi 15:11:00 - 15:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1539,"sabado","sj-605","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1540,"viernes","sj-603","Vi 14:31:00 - 15:10:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1541,"viernes","sj-603","Vi 13:01:00 - 14:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1542,"sabado","sj-601","Sa 14:31:00 - 15:10:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1543,"sabado","sj-601","Sa 13:01:00 - 14:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1544,"lunes","sj-503","Lu 11:31:00 - 12:10:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1545,"lunes","sj-503","Lu 10:01:00 - 11:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1546,"miercoles","sj-l9","Mi 11:31:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1547,"miercoles","sj-l9","Mi 10:41:00 - 11:20:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1548,"lunes","sj-l9","Lu 11:31:00 - 12:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1549,"miercoles","sj-l9","Mi 10:01:00 - 10:40:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1550,"miercoles","sj-l9","Mi 8:31:00 - 9:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1551,"lunes","sj-l9","Lu 8:31:00 - 9:50:00",2023-09-22 04:17:37,2023-09-22 04:17:37
1552,"viernes","sj-l9","Vi 10:01:00 - 10:40:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1553,"viernes","sj-l9","Vi 8:31:00 - 9:50:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1554,"lunes","sj-l9","Lu 13:01:00 - 14:20:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1555,"jueves","sj-l7","Ju 11:31:00 - 12:50:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1556,"jueves","sj-l7","Ju 10:41:00 - 11:20:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1557,"jueves","sj-l7","Ju 13:01:00 - 14:20:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1558,"martes","sj-l6","Ma 13:01:00 - 14:20:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1559,"martes","sj-l6","Ma 11:31:00 - 12:50:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1560,"martes","sj-l6","Ma 10:41:00 - 11:20:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1561,"jueves","sj-l1","Ju 14:31:00 - 15:50:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1562,"martes","sj-l1","Ma 17:31:00 - 18:50:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1563,"martes","sj-l1","Ma 16:41:00 - 17:20:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1564,"viernes","sj-l1","Vi 14:31:00 - 15:50:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1565,"martes","sj-l1","Ma 16:01:00 - 16:40:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1566,"martes","sj-l1","Ma 14:31:00 - 15:50:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1567,"miercoles","sj-709","Mi 20:31:00 - 22:30:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1568,"sabado","sj-704","Sa 13:01:00 - 13:40:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1569,"sabado","sj-704","Sa 11:31:00 - 12:50:00",2023-09-22 04:17:38,2023-09-22 04:17:38
1570,"lunes","sj-702","Lu 21:11:00 - 22:30:00",2023-09-22 04:17:38,2023-09-22 04:17:38
